Tapeats 1,1 Sigma,Tapeats 2,1 Sigma,Lower Bright Angel,1 Sigma,Bright Angel,1 Sigma,Upper Bright Angel,1 Sigma,Temple Butte 1,1 Sigma,Temple Butte 3,1 Sigma,Surprise Canyon Conglomerate,1 Sigma,Surprise Canyon 06GC149,1 Sigma,Surprise Canyon 2,1 Sigma,Watahomigi,1 Sigma,Manacacha 1,1 Sigma,Basal Wescogame 06GC147,1 Sigma,Esplanade,1 Sigma,Esplanade 06GC156,1 Sigma,Esplanade 06GC155,1 Sigma,Lower Hermit,1 Sigma,Hermit,1 Sigma,Upper Hermit,1 Sigma,Coconino 1,1 Sigma,Coconino 2,1 Sigma,Toroweap 1,1 Sigma,Toroweap 2,1 Sigma,Kaibab,1 Sigma,Kaibab 2,1 Sigma
1430.327481,26.76456486,1048.515868,49.67959882,1442.472605,22.58953752,1782.916,26.64468981,1746.285147,62.78844821,1755.117869,45.27334849,1557.183476,47.76751276,1079.697918,35.74239628,1764.383196,9.123657918,1177.467953,45.72176524,1087.094732,59.85573405,1796.412628,21.00688351,1475.206589,23.48538528,2016.69082,32.8382104,1962.138212,46.93508591,1806.457213,24.36472138,2729.551058,9.195635119,1060.687408,58.2394013,2000.674286,17.18202535,1081.652986,11.58829767,1088.375641,26.09279316,1687.704586,24.66623229,552.7446855,13.18980736,1024.752809,59.50671663,1174.657528,46.83796663
1529.522593,32.11432595,1419.117972,65.58650834,1672.231418,36.60511303,1623.181805,36.36163461,1502.090624,45.4746887,1707.619477,33.57796206,1692.35838,53.48926673,2782.08711,37.69811349,1751.609069,26.9465128,1208.321824,38.89071931,1702.344614,18.74644502,2600.223159,34.00787477,665.941013,13.98266193,1100.318428,60.25006418,1285.292425,21.42441848,2543.696046,31.55822213,462.212702,10.17436062,421.871943,5.106372528,443.7442047,33.46908677,1650.83567,14.94610588,2229.580894,21.1245844,1520.184888,13.50434458,2859.841815,32.71857603,1049.340978,18.75279169,1871.574604,10.73846823
1491.331254,30.2923379,1450.6906,33.15834097,1747.123341,21.78534401,1463.508924,16.38907506,1668.79888,12.12708105,1768.413597,42.68634492,1844.390183,33.17896088,1072.221902,24.34687109,1963.696461,49.8952253,1235.908808,58.24575515,1133.691755,53.98146964,2764.382291,30.53136445,1387.109803,56.67054121,1793.656089,18.98870326,1827.590068,29.99956474,1983.570104,30.43935554,1653.50014,64.71083845,1661.851062,12.3503608,678.9241263,34.53691596,1145.067898,29.65810439,1757.714872,43.35239802,1577.729388,17.37544698,647.9850153,12.02141416,2388.196939,28.61033208,1717.457303,16.60028925
1654.366517,40.02693422,1091.280754,47.71339768,1783.244098,23.64428815,1464.077436,31.90852715,1643.782493,67.28279524,1665.742053,67.98704462,1782.96301,32.8649625,1437.697111,19.20796303,1731.262649,16.53329082,984.4286901,68.06561559,1681.527705,51.2106187,409.1169751,3.964059867,1550.310335,37.48823558,1067.261524,35.83325075,1303.892213,19.62909599,2719.157745,23.73371451,1661.02413,24.56029086,1684.046814,16.39435678,986.5316331,63.82724515,1073.764755,16.18337124,617.0686708,5.974787333,1443.16055,72.70548065,1445.942478,21.34160732,1037.027623,49.48377586,1806.968943,28.5749198
1736.491618,39.24666835,1431.339233,37.98688086,1652.718882,48.46007066,1462.482205,20.75003981,1696.6863,14.65130273,517.7698387,17.71184077,1757.222865,34.02997889,1245.512238,46.19033444,630.3120045,9.607642705,1041.466763,77.85145306,2613.03946,60.80434369,1478.234661,53.11366854,954.9590007,26.78499608,1411.990074,37.13801263,1756.313552,22.41858526,1305.356938,40.79004548,1807.261501,24.44566411,489.7226545,8.173641489,977.2663851,54.66426997,3178.259204,7.384896736,1080.108117,33.71784714,307.469492,8.647379911,1190.32378,44.85671438,1047.754044,34.8451566,1657.75688,10.28482905
1053.466368,26.14808911,1423.028388,27.92648535,1470.913602,41.76769422,1728.595865,14.8131487,1001.799634,71.21923299,1332.70014,30.00132853,1692.158815,46.48167422,1043.212959,54.19890192,1116.158747,48.73589416,1136.255726,53.16165654,1672.610159,37.53992543,1662.893178,55.91107215,1540.298363,31.45701809,1614.361351,25.71099866,1829.24067,18.67842419,1512.326329,35.49300729,1182.546113,79.03850327,569.6304626,13.46001099,1028.368339,47.49161915,1438.505811,7.243172804,1085.371864,49.69061106,1423.14209,74.74811442,1917.99957,19.45128213,1426.507972,23.88729665,1025.364236,14.81647974
1755.585674,23.78100488,1732.959779,21.63833674,1738.309937,26.33365753,1674.281209,16.83288366,1700.9974,19.68848762,1691.72836,21.58291708,1720.195164,50.54355665,1190.268597,43.05066725,1038.74399,36.18835243,1250.766036,16.54829667,1019.621672,44.96347893,1628.510039,25.72081467,1666.768536,53.73214776,1679.498901,24.94434284,1156.796672,35.52527272,1631.396204,24.3970748,1170.636092,61.91979969,1751.484157,8.755757414,1502.723264,14.24050835,1082.839234,159.2567714,1124.429658,32.22845261,423.6655618,8.018778546,978.7474421,56.3094464,855.5486418,6.730136269,1073.374037,36.07546443
1685.374242,23.63798174,1665.642029,37.77194504,1407.749417,64.09597309,1675.924242,13.57037238,1633.00057,30.02709972,1703.651362,26.34177641,1440.276379,56.56222786,2692.381989,12.79478368,1370.294017,42.51841347,1008.100667,44.26458226,1886.112737,98.93435569,1193.715445,43.96578998,1359.128136,33.99774128,1470.205378,59.24796151,1161.159644,33.11433118,1624.857728,45.02173085,1523.718271,44.17459,455.0339314,7.662067093,1724.533831,2.985108299,1904.881552,5.305575499,1542.512362,18.81057595,449.9204156,10.38098003,1778.916244,36.23886614,1456.446314,34.67491015,1669.733834,27.89457023
1467.144938,34.21335682,1748.504933,66.88079253,1715.870702,69.93366526,1706.207524,21.53630519,1461.310339,29.53326122,1707.302024,36.26272922,1712.479689,38.12934467,425.3601325,12.45722833,2862.44641,9.257789325,1114.659894,62.97282903,2724.682019,19.30832607,1710.733457,48.21004632,1421.011316,44.83498888,1292.187456,53.12318287,1931.122552,49.26804547,715.2147348,20.85064193,1774.260434,9.465912842,1081.183277,9.747738172,1214.080147,91.61195164,470.0244587,7.534123032,1703.684358,18.52050924,1732.552339,19.82891098,1685.466808,27.68714632,1660.606022,53.15284848,1042.617249,33.39833519
1462.726025,34.21652088,1701.226665,56.3975217,1781.185542,18.12015589,1462.808861,14.66416587,1709.914995,7.483539247,1655.775104,65.11843799,1374.153482,74.00323097,1066.036967,37.6675429,1679.892984,15.0440321,947.2046897,68.1072689,1736.896756,29.3346775,1130.981043,56.18585336,2679.522933,50.13635391,1660.391101,36.85257913,1626.91645,55.42437538,1682.496809,54.11323274,1022.319078,36.29680035,1274.613374,46.01883554,646.9271339,31.15047238,1421.221763,45.40783079,2635.664195,51.18672641,1493.996345,26.8166072,971.837202,32.2486667,1733.075239,21.92007316,545.4449295,24.17627577
1703.868158,36.83505824,1954.028004,28.23684428,1455.992317,18.54333108,1735.036755,13.56108069,1220.232035,54.29776258,1730.201404,41.69058996,1747.196228,26.84328684,418.9513619,12.46272286,2062.886913,18.18506367,707.4496978,61.37792214,2906.415909,31.32706381,1665.625872,35.77015387,1870.927376,43.34297415,1056.205717,59.02006205,1152.553488,19.86975165,1572.875991,20.78890943,1648.166536,37.24462397,1613.249314,94.43052771,1368.41832,23.40124841,2925.35489,3.734973684,978.5702328,34.81486259,1722.336656,25.5531132,2714.724947,21.93048368,1412.541101,29.95505404,1610.770617,26.62587827
1442.513254,26.68115265,1788.232398,32.40905885,1732.837,12.33784561,1058.856907,23.23696428,1194.736571,23.20913053,403.134749,11.48918685,1448.320712,45.52623661,1847.186802,17.67202205,1125.504502,31.00228639,978.6222367,75.557899,1173.867528,37.87657727,1693.660138,20.2315964,1024.791424,26.82725832,332.908314,8.760379648,1065.879262,52.66353095,1237.768763,19.60815181,2033.58925,9.68838397,673.1814034,12.13563964,608.2088226,10.81824172,1951.597552,3.187039424,1286.337082,31.90481793,451.6139222,6.383143753,1047.282117,50.24278114,738.5221392,15.49093983,430.3088357,9.105196741
1725.116619,26.53874416,1449.592413,54.71267296,2525.271264,7.564507591,1423.823579,21.44955577,1663.287692,23.82973321,1810.372801,65.17381321,1441.436573,47.6788841,998.7851169,32.52355083,1985.804822,17.64830055,1029.037569,58.05351154,1197.339207,32.55384637,1711.888752,44.52788662,1676.056279,25.52147757,1412.039065,30.45515006,1780.335839,56.37490964,1442.503288,20.39199331,1063.595819,47.53358993,1650.401811,7.176964737,469.8024712,44.08828831,1003.563271,14.32277469,856.82112,20.81960583,1034.608216,34.11269021,1684.006524,57.00467805,566.2850226,11.98097846,1686.655816,44.5786787
1770.503527,18.48736254,1451.618452,43.0223433,1453.965625,12.46624058,1755.879904,15.62358665,1447.406611,69.24113791,1730.070636,39.01175297,1732.315473,24.40413465,1005.980546,44.704176,1814.755964,10.55403635,1377.582088,38.26486371,1639.643959,45.69150202,1089.067345,28.37270833,1894.975135,50.93682646,1825.992433,40.0919329,1624.42206,25.29937871,1101.271322,36.63370589,1312.133817,44.5850535,1775.696938,10.3709336,379.6943096,14.50282307,1444.747788,68.8027437,352.683229,3.888363066,1642.582114,19.45725361,1040.318579,43.81756381,2544.322602,20.79085148,1983.256773,9.582661099
1380.386887,23.10677221,1698.093435,30.25426637,1727.418151,15.92430346,1451.463805,21.46953449,1665.74343,16.95252632,1932.549118,43.67440109,1679.942635,83.46240648,1012.415048,54.67798786,460.715171,13.37332962,1648.807986,47.61448299,1647.729451,26.22392905,2754.415879,32.04288825,2978.932722,16.10181711,1489.583546,39.20344721,1626.020772,47.0609027,1276.655731,35.3074295,1652.891915,16.76903197,1358.247989,85.85867234,1341.145033,35.34318334,1112.023078,24.05907796,993.8568727,42.11447986,1745.933106,12.76303701,465.5617391,10.105833,357.4748452,11.92763554,417.8904616,17.52752584
1849.465447,20.09411646,1052.65951,44.4551719,1710.292681,9.835119209,1673.826887,24.03881935,757.0132716,16.5099608,1989.239544,58.00837545,1714.49085,46.13277504,1668.290697,25.89481501,1452.738463,28.05906142,1210.645705,74.18060372,1063.780778,38.85866451,2316.141083,38.26582907,653.1072428,14.22351697,1795.821956,28.58222653,1852.037606,21.5145779,1081.405074,42.96050257,1835.882443,14.76208198,519.364792,7.540661386,536.2176231,25.06581881,1433.800904,168.415662,434.4446983,6.763399375,314.4525899,7.474443741,1720.91139,44.15276551,2838.710155,17.44805848,1349.350873,63.41885456
1479.869606,18.97428983,1747.738412,45.28984747,1457.044447,29.61986646,2211.112741,7.207791,1450.478032,16.62630106,1635.547617,146.7286024,1704.487075,37.30483423,1708.724888,16.85889437,1413.9739,64.97594723,1636.568791,49.40107096,1781.226131,33.92876089,1530.955858,31.85626057,1109.523806,44.80820662,1172.362283,35.58234053,1718.684651,27.94036701,1655.209231,18.52730998,1625.217963,11.92102109,1008.212033,29.60292372,1120.200193,59.6573641,2765.361985,18.24825622,1080.304484,54.65171994,1426.061472,31.96668185,1783.944453,36.8413299,1205.834819,42.64262262,1095.3156,99.11797112
1694.816233,29.50167443,1440.107585,34.54198452,1686.167277,39.59226631,1017.13827,18.03752291,1663.785142,16.33154712,1674.457032,46.28254396,1116.343512,97.03283742,439.6967317,12.79057929,1146.746798,9.772294932,1151.819537,24.67598056,1733.740867,44.76705079,1668.31668,40.34021582,1100.397448,43.42214243,1634.582367,39.57228763,1724.01578,19.30327601,1659.810043,22.03778641,1646.822983,43.49302438,1685.210575,8.413371116,1437.832841,56.31964551,1112.705931,23.13032944,1037.805073,34.64062688,1659.060154,64.73213833,1256.594551,44.20230422,1184.519539,28.80585219,1362.527473,7.446607473
1701.477601,21.02060593,1456.361065,38.85625313,1678.327163,38.00292618,1715.660283,16.71964998,1746.387223,17.4149358,1703.783921,34.63769363,2712.279142,27.7085013,1129.203147,47.15327769,2608.906259,17.0936953,424.1868168,11.7706999,1756.695841,32.0228342,1335.479033,45.06675254,1099.240334,51.71190946,1238.167575,22.91058234,1607.963873,35.06596354,1332.29196,33.51146515,1059.237994,8.317064067,299.3623522,8.68349314,3123.893756,5.596756615,1700.267357,60.45295077,1381.185972,54.2346922,558.324459,16.44926995,2055.685985,24.37306459,1116.145772,30.96895673,1506.327845,10.07786793
1716.70272,28.04322764,1442.362251,32.5978917,1745.384248,19.44155864,1455.899971,29.63277602,1050.648447,47.74956316,1773.843413,26.24913097,1442.706994,60.54008892,1418.678673,15.14977774,465.0671769,11.25156733,1270.266308,127.2269817,423.5721933,2.623721499,1057.372604,42.12552118,1749.78489,37.61965596,1085.219368,29.88157107,1059.301889,58.83918904,2913.330584,19.59508283,982.9183833,66.91230729,1134.403566,24.13090921,2755.602918,6.800287705,540.9269329,13.20936551,1727.342963,22.0329148,1425.159507,30.45426447,2682.561713,87.22755838,486.4121914,13.16526633,1645.283612,35.41737994
1722.582772,53.37928888,1447.222513,46.98530957,1667.565395,15.83649168,1723.134877,11.26908006,3005.863208,33.4736254,425.5362002,13.46577669,1418.192246,50.14379071,1151.776034,30.49013759,2569.279203,10.88345678,1272.424979,65.36161232,2814.506442,33.33438053,1527.695348,45.22983541,1826.35373,51.4346461,1515.698742,36.04664946,1098.304408,24.61745951,445.2908619,4.302596514,1869.246028,35.7927874,2024.13802,14.66542164,1852.25084,7.777504119,1147.939945,48.00014677,1132.59123,34.03477501,1117.592025,17.77348695,2533.899111,68.84141828,1679.120392,46.69884953,1962.739575,7.741407624
1752.87194,22.69324391,1063.806802,39.64927677,1369.63521,39.97004002,1676.868878,17.63372335,1818.668149,30.23243055,1648.287831,120.1686083,1519.269405,55.6140673,412.3073484,9.390534851,1665.072004,25.50298647,1145.80559,28.52032342,1044.941049,36.54835611,1800.386063,41.52984068,1200.604281,50.79612969,1131.436352,32.46575071,2766.644667,34.71723869,1184.872215,21.451182,1326.988335,20.79435886,1091.746459,49.75806429,382.4841757,19.25627711,2561.332416,3.717694795,1391.618334,57.4706386,1406.345435,15.48103028,1707.187869,20.4817774,698.1564742,3.308417019,1697.90854,29.25984615
1475.864282,31.1789314,1714.97783,34.05430404,1459.376587,33.23435743,1460.47895,10.10229106,1780.597871,9.823507143,1732.611939,51.61608397,1435.275655,48.53094244,1106.146284,31.2946058,1161.533304,58.91718993,1680.141566,9.761701577,1061.677126,41.31033789,1506.605553,42.9256947,2626.578502,36.2709814,1760.321254,29.07902468,1061.333673,40.44285751,1522.598838,22.62947276,1055.789436,24.93353616,1785.272052,10.00753003,1022.191833,44.93006107,1385.72456,11.84316917,1762.216377,24.31624458,1153.070273,43.80781365,1464.716841,46.75931063,1132.975699,39.82970653,454.6067331,17.17400859
1372.384125,34.68559825,1459.360105,45.27001651,1252.937262,21.84366685,1036.622312,20.82300406,1683.819804,30.57305957,1352.971186,30.86120999,1442.563963,45.36323636,411.6595084,33.12359505,1675.236329,6.286389881,2095.248569,10.14143238,409.9553097,7.745246699,1362.754562,25.45382414,1691.655528,46.19188092,1821.44722,54.08593311,1689.895356,35.79063786,1012.963497,44.59870391,332.8870454,12.11286744,637.9439982,8.290949732,2595.66882,6.856499836,1654.847309,9.806976749,637.5178257,6.752858815,1659.937029,15.50664825,1047.302351,31.50481237,2518.920096,26.2188586,1105.968553,40.69473545
1705.208315,20.25406684,1747.905993,31.50276097,1751.784753,22.42167857,1466.952808,14.40434425,1700.278594,33.10259695,583.2670113,13.21652631,1868.391513,41.51572932,1259.936474,26.73904771,2773.069159,16.13866005,1407.39161,63.26976756,1259.349122,25.81059963,1033.72344,37.87787646,1158.789361,40.90141269,1067.745697,39.81576426,1853.846642,21.69002336,1615.733552,24.02490864,1327.838386,26.71086462,1619.398954,10.9430106,1991.2192,12.41514997,1053.574275,19.05709576,1016.423917,45.65964411,1209.610163,26.86134189,1763.475173,30.13186513,1176.248479,19.39807261,1629.713623,11.86686775
1708.03874,33.19033697,1442.430789,29.73848718,1701.006911,8.907230565,1684.714772,39.63714255,1661.520963,16.60417137,1714.715697,38.1415833,1439.316395,27.88846886,547.9458469,20.31593218,1637.923178,11.32523243,422.6175524,17.45211997,1689.251559,55.30020823,1736.669296,30.81184531,1144.457618,37.68680895,1200.476834,43.37523693,460.1468356,7.505430069,1717.539595,26.65779633,547.6957022,20.58793401,1443.044058,60.46694598,431.378744,10.4989569,1029.652341,22.81835753,1084.189177,35.54276587,1831.850884,8.941502514,1642.112903,28.81410039,1624.687316,70.84972537,1734.112546,9.6656922
1719.210555,45.95775923,1734.062413,29.75978117,1447.628606,33.20936119,1721.306203,15.1378038,1703.897704,20.74241811,1699.244106,50.58111111,1733.034105,26.42624674,1168.981465,57.59874301,634.0626586,9.521665961,981.5073979,25.58941101,1457.784081,60.9493264,1543.633523,19.44075487,2083.918426,24.34080232,1081.175992,61.00637146,1291.701096,44.18449066,2009.406612,20.93961311,1657.474986,58.07960862,424.3927928,7.970598135,1463.107732,64.72793467,397.8777536,11.17786471,1360.946851,28.19583659,1129.556025,15.95801377,1080.72615,70.70459541,1463.348906,35.54028981,1664.416176,1.393836382
1434.29562,49.23400774,1682.587638,39.15067119,1429.138385,34.95734501,1435.887865,21.82570561,1637.390266,41.94522051,1243.048011,46.85952928,1470.983417,30.38930494,1457.023308,35.77379782,1627.324112,30.51275006,1026.716802,41.0668043,1706.115458,32.59916099,2804.094918,21.59465626,1900.006838,35.60765994,1775.440915,49.46966247,1626.297561,31.43433749,1405.952874,47.33070338,1023.509585,50.01469447,1132.146231,20.91425767,565.8678627,9.650157576,1812.227184,37.45202743,1637.69875,35.2929165,611.3048786,16.73844737,1644.778348,35.8873386,1447.54324,65.96415903,1928.582724,6.646246514
1703.8494,24.68121803,1456.326565,28.18483173,1456.640007,26.79640241,1653.012721,11.95364713,1762.845779,31.49688379,1659.465123,42.6526158,1410.258239,30.05107552,1053.882999,34.14444786,1048.292736,21.7201754,464.3890492,12.00793294,2796.940369,31.75021727,1666.641123,53.84908341,1794.935397,36.95133895,1762.780138,39.48594903,1195.490297,47.74572415,1654.065535,43.36416324,1680.421919,23.29572801,1036.301687,51.26549701,505.9267614,21.96992847,1453.557719,7.510546417,1057.932905,44.6409666,1764.1066,11.29225094,1653.306056,31.20644977,1260.337616,17.74334775,1510.027031,8.488227377
1738.13168,31.54000269,1731.748505,24.60235481,1798.145558,7.728388407,1720.663089,15.97150038,1159.713828,48.60741417,1373.225597,30.83446337,1799.678057,22.86707647,1036.483291,47.34860049,1687.761089,19.37777641,1216.683722,28.92900646,1799.59431,42.12087228,1697.953647,28.38646224,1620.785288,35.87043432,1445.243605,26.47990782,1697.434731,38.70285084,1520.87352,26.40841654,2727.85078,9.928304069,1031.264582,17.61300182,2782.845082,11.80040378,1160.314248,45.55151106,1264.018313,34.77549596,626.9694879,7.284188724,1083.572866,37.92463058,1165.415492,21.36975032,1504.192045,17.29277905
1765.68197,23.95742447,1711.736155,39.75832479,1706.257294,19.2125139,1672.475885,28.94844133,1693.836772,12.64171916,1752.205788,22.55400395,1457.942303,56.83428437,1082.134324,26.88245428,2222.958095,13.32533765,2817.113476,10.56670129,1671.023216,21.60339287,1755.523384,41.7316302,870.1141859,20.59299364,1114.535791,34.61469434,1193.643946,28.81991867,1789.474566,51.20162187,1044.726413,89.57727837,1083.543107,66.71373834,1662.629052,60.39193754,542.6056785,10.99477625,1165.572234,34.52880795,1473.534732,32.59996511,1436.908231,35.94990425,593.3973046,18.5945386,3186.161862,7.785360774
1710.178381,41.0647789,1742.821471,22.44897267,1665.663286,23.84757774,1638.612722,23.39957813,1473.563315,71.26535887,1502.014667,24.30738513,1757.631782,29.68385093,1722.68746,15.54568287,1675.5399,21.57485944,1421.831201,54.11098812,618.1077501,11.84695737,2736.572472,27.8164327,1494.426114,29.50682872,1692.014931,30.30018878,2958.240437,27.74902663,1513.30898,56.63869787,1153.47143,70.88258625,1160.028179,58.05921708,1613.329425,18.41882935,1638.786345,17.91830043,1481.121512,21.98684959,1662.709317,13.90214072,2917.057949,42.67335973,2152.133764,23.23189498,1649.17829,17.16193529
1738.49801,45.67141779,1683.287186,18.49601202,1749.237182,40.33137023,1716.818443,10.66503567,1427.280491,30.45834183,1359.905964,38.40968579,1692.61721,44.81372635,1743.30623,30.9134268,1684.009683,12.5307261,1130.470784,27.50694406,1721.216162,60.47274548,1096.874332,32.88650445,1402.33411,45.87131405,1679.908097,46.92357431,1821.584851,26.31419766,1508.578056,35.69948288,1097.222167,11.43411048,1711.738018,28.37803573,651.1626189,46.93538946,1422.233471,12.23177463,1565.177633,41.26058184,2753.062485,5.811662763,2813.818284,23.05308968,2638.275046,27.23900856,1430.509895,55.25397454
1690.420416,51.31486539,1427.176526,29.41340865,1690.569033,13.86083947,1690.459149,20.87981162,1730.171937,17.64185303,2526.231891,26.36218409,1705.955415,46.21936391,410.1480464,10.49688283,773.9744026,15.95273458,1120.812458,77.60965585,1693.525621,42.64752116,2715.875006,32.82351273,1267.411609,36.44728565,1660.921375,45.3664242,1001.448396,40.08266315,1787.143281,29.70563607,1703.833159,14.5875839,1851.948059,5.508306851,2088.504234,11.16944672,2603.838966,4.19398616,2118.271727,42.2455659,1034.349316,29.66830752,1250.866522,77.00553042,341.111719,8.073543851,297.1336697,8.218944054
1650.091413,29.482757,1677.355393,27.86038657,1699.815225,22.60152057,2551.064558,5.543110861,1060.512464,84.97167248,1661.135182,54.35861103,1738.235031,37.54079805,1036.10048,48.21928488,613.8893066,9.066010873,954.9051758,14.97398467,1759.608753,97.30069216,446.0628128,4.309805987,1444.277683,36.90757929,1700.503586,46.7971476,1729.261272,40.77829832,1671.987895,36.81336327,1739.179985,44.74171909,1075.797648,63.32519255,520.0349317,17.7906282,1130.383406,32.6222368,1670.841703,35.13785031,1565.411269,18.11695909,878.51048,14.12603832,626.7028498,4.479040236,1623.565398,25.84687516
1728.746827,34.90352483,1689.465551,35.98965742,1760.453638,29.12813894,1749.538129,15.47808749,1728.430505,22.41483892,1904.270456,34.49846803,1730.741078,51.22689874,1408.079359,39.55950691,641.9490539,14.47073635,1327.019011,22.68538758,1781.654731,59.67961493,2722.737602,23.06764276,1783.480065,41.77585222,1157.566003,27.19264066,1038.64905,36.44461935,1075.100998,33.95474923,1688.366526,59.81278002,1761.312208,7.750067949,992.9277055,76.07901028,2167.698278,9.374376487,616.9290578,5.883284258,1866.296456,13.07574533,520.7572392,6.003342627,1656.875702,27.81914035,1020.893411,46.89406421
1456.747564,28.53095906,1698.304546,29.48678743,1458.6415,37.80386543,1808.270249,7.306062375,2768.446853,14.01689767,1860.599116,51.93467889,1689.428872,31.81542099,1070.812103,24.83654218,2928.824861,8.979483686,996.0402888,57.3543141,2787.154839,23.91889351,1110.467718,36.12213877,1625.240115,37.75286668,1208.200208,21.88508715,1785.083374,19.8772662,1112.259645,56.94115379,1653.774956,29.29369845,1108.7724,46.48378963,614.7157135,10.41819975,1694.181415,26.48682483,2748.084104,19.89604442,1253.168407,11.28787937,602.5802393,15.41738553,499.7031045,4.856348524,1636.961603,29.13000018
1720.029147,29.40512458,1709.613054,43.08389762,1691.369688,17.9233046,1773.740037,8.502385305,1704.347045,34.1551691,1958.524171,45.49046858,1415.520484,47.11256742,412.8781655,7.232434933,1643.965297,22.81619489,1227.864948,25.03456196,1914.215168,33.55167964,1160.94279,49.46916271,2596.170501,54.09292442,1981.375874,24.21300102,1449.252129,58.26844146,2669.752999,25.83175976,1246.901774,93.31827776,522.9608212,8.055995452,1990.055725,27.88097462,1084.7159,83.68313508,1680.204595,24.94239983,487.3706736,5.437666177,1087.546687,45.65477037,1142.514289,35.94039216,411.6357528,29.74325804
1730.417554,40.03926785,1467.557484,36.12201184,1108.954784,152.6635055,1672.231292,17.85058851,1641.989009,25.91683758,1725.890481,36.23911748,1741.976986,32.07565656,1823.188033,11.45237627,1820.25414,31.80986305,1032.653445,79.03911387,1743.30539,38.4875451,1829.112908,49.14602406,989.3010009,50.44344397,1451.12235,39.61270657,1761.229093,42.05259769,1337.522762,29.43394501,1808.740429,30.49884544,1055.519081,8.413556479,1159.901529,8.153331352,1423.503351,70.28123356,1783.640912,20.2784628,1020.433346,33.83985064,349.4716581,7.041478568,1066.327704,31.85455439,2679.461586,4.181894696
1689.897972,42.89088195,1821.742049,33.77416859,1663.022867,44.4573496,1703.241022,51.8203849,1786.764921,29.79872463,1806.079608,36.75015541,1119.640124,32.83566399,1028.208026,7.061801652,1636.461923,18.52307952,1068.409818,44.85847876,1743.351183,41.98097606,1808.356445,19.26691197,1653.418514,54.6611475,433.0135888,16.29100255,1662.124715,22.03548173,1756.786384,23.04895525,1619.450423,15.03222296,1870.181415,7.457231238,370.0438857,4.917734258,1144.12296,28.12547507,2484.432326,37.46246928,1532.770534,12.68478632,1705.963024,19.35487881,1389.324173,42.68658208,1085.571826,36.31253197
1434.706383,36.05909698,1829.613146,33.38484439,1425.736196,24.87463121,1469.233538,16.12507158,1688.371414,14.65162222,1713.839796,37.68456679,1764.952874,26.55074879,1020.595363,34.28321529,1641.574443,23.46821406,1100.772894,37.74191743,2894.123354,25.63163041,2630.604971,26.75870144,1715.081032,39.35274618,1775.514185,29.01815259,480.5992805,4.631213691,1667.427436,23.73137989,1775.850932,10.37289583,1360.50959,29.64812974,1443.133469,38.93315637,960.0596277,11.16982808,430.3136343,7.947947031,1585.462147,10.2247018,1781.831294,24.9936343,2730.008243,17.62753241,1010.129426,55.79770936
1448.669632,38.27669545,1455.605404,45.66691554,1436.63581,29.2231035,1752.248712,9.93325666,1939.853318,14.44346969,1491.556032,88.92135067,1656.653207,34.74108692,1245.539608,71.17612352,1445.71599,7.942804696,460.6478307,19.40529621,1444.675885,63.08715193,1467.863065,38.17805859,1109.783604,48.31034436,1795.990894,29.30677476,1168.83458,36.64093457,1528.159153,24.68913584,2461.763194,10.99609911,654.2412528,12.31050679,1813.46824,20.30273157,2746.47885,3.55132385,1667.672987,32.56020571,1473.449696,22.71280109,1257.205867,47.56496321,293.7382459,5.398355579,308.087693,10.8229304
1695.325802,36.1362898,1619.584617,33.75260458,1777.575998,39.4607184,1454.184965,18.44929972,1771.481323,25.07975722,1667.204417,82.50277049,1758.647851,28.64213938,1233.123032,68.48203672,1703.70256,14.56342915,1076.653692,39.58161646,1055.455794,33.47327818,1227.3048,58.05990976,1758.355204,29.31863024,1926.75393,32.79017366,1890.21221,26.63868225,660.0819177,6.274121301,956.1998308,29.03388254,428.6304636,9.372190994,1897.801509,16.16627576,657.1936963,16.41119882,1908.460986,48.22314035,1941.559038,9.836727272,1086.797669,70.10783044,1265.320839,26.38769179,1065.269423,64.77009885
1719.740811,46.89391569,1759.004181,37.83730786,1765.689669,16.25539469,1450.765405,17.68338709,1687.071263,17.04881914,1742.481891,56.69264202,1768.072662,51.33816286,1622.585517,43.93569635,,,1129.207564,64.81211114,1921.551386,102.2629032,1742.808996,50.39991116,1675.205578,63.17443335,1096.68822,38.64344623,1469.447748,20.12554077,1594.523546,36.43101871,330.3219639,14.12165957,1631.136022,39.35079174,1044.646941,22.8287597,1754.175554,6.274586284,2650.213339,30.56644655,597.8918154,13.1404209,1683.725043,14.95999712,383.6643193,4.916611949,628.0177921,22.52921158
1734.512309,24.58159174,1815.785083,47.59026461,1944.936144,43.37519004,1730.638795,14.90652059,,,1725.142184,33.01242873,1757.389904,45.18355499,1041.994148,43.84434811,,,1618.259022,9.331734739,1684.636646,62.62656911,2933.707211,35.41126607,1095.344317,63.55002116,412.5976268,10.83109127,2991.855414,16.08450615,1058.447904,20.18268644,1081.833664,42.41062199,1876.977358,22.64755795,1027.256306,39.90007202,1021.922036,36.84944,1072.567857,27.00050553,1158.494832,10.94481339,1719.515365,32.41950624,273.2574389,6.287353273,1323.464258,33.39757776
